EventName  SLSNI  SNII  SNIIn  SNIa  SNIb  SNIc 
1257474  0.005714285714285714  0.005714285714285714  0.008571428571428572  0.6542857142857142  0.08857142857142856  0.23714285714285716 
1160063  0.054285714285714284  0.3057142857142857  0.05714285714285714  0.09142857142857143  0.3342857142857143  0.15714285714285714 
1172940  0.0  0.10571428571428572  0.017142857142857144  0.002857142857142857  0.7942857142857143  0.08 
1052997  0.0  0.19428571428571428  0.7714285714285715  0.014285714285714285  0.005714285714285714  0.014285714285714285 
1261768  0.017142857142857144  0.12285714285714286  0.4342857142857143  0.4142857142857143  0.011428571428571429  0.0 
1110783  0.0  0.96  0.0  0.002857142857142857  0.014285714285714285  0.022857142857142857 
2010854  0.8457142857142858  0.025714285714285714  0.08285714285714285  0.008571428571428572  0.002857142857142857  0.03428571428571429 
1062965  0.037142857142857144  0.06857142857142857  0.6771428571428572  0.037142857142857144  0.037142857142857144  0.14285714285714285 
1215894  0.002857142857142857  0.002857142857142857  0.011428571428571429  0.26285714285714284  0.017142857142857144  0.7028571428571428 
2000880  0.011428571428571429  0.07714285714285714  0.017142857142857144  0.52  0.1742857142857143  0.2 
1065749  0.002857142857142857  0.05714285714285714  0.14285714285714285  0.15428571428571428  0.12857142857142856  0.5142857142857142 
2015562  0.025714285714285714  0.18571428571428572  0.16  0.30857142857142855  0.15428571428571428  0.1657142857142857 
1116190  0.03142857142857143  0.3142857142857143  0.22  0.1657142857142857  0.09142857142857143  0.17714285714285713 
2009749  1.0  0.0  0.0  0.0  0.0  0.0 
1119054  0.0  0.8028571428571428  0.04857142857142857  0.017142857142857144  0.011428571428571429  0.12 
1167585  0.05714285714285714  0.02857142857142857  0.008571428571428572  0.2  0.22285714285714286  0.4828571428571429 
1262699  0.014285714285714285  0.0  0.037142857142857144  0.9457142857142857  0.002857142857142857  0.0 
1170374  0.002857142857142857  0.10571428571428572  0.022857142857142857  0.07428571428571429  0.72  0.07428571428571429 
1171935  0.002857142857142857  0.11714285714285715  0.04857142857142857  0.022857142857142857  0.7  0.10857142857142857 
1103024  0.0  0.9685714285714285  0.005714285714285714  0.0  0.005714285714285714  0.02 
1068078  0.0  0.011428571428571429  0.9771428571428571  0.0  0.002857142857142857  0.008571428571428572 
1217107  0.0  0.02857142857142857  0.005714285714285714  0.025714285714285714  0.10285714285714286  0.8371428571428572 
1214938  0.0  0.08857142857142856  0.15142857142857144  0.008571428571428572  0.06285714285714286  0.6885714285714286 
1256748  0.04  0.002857142857142857  0.06571428571428571  0.8714285714285714  0.014285714285714285  0.005714285714285714 
1062914  0.0  0.0  1.0  0.0  0.0  0.0 
