#CID ZCMB Type MJD_TRIGGER MWEBV
1065749 0.62912 SNIIn 59784.309 0.0166946
1054144 1.16928 SNIIn 60454.969 0.06993
1220457 1.3456 SNIc 60593.293 0.0142381
2013746 1.04501 SLSNI 59779.125 0.0422685
2015804 2.46218 SLSNI 59778.965 0.0581303
1168750 0.914368 SNIb 60315.355 0.0196343
1117245 0.767762 SNII 59657.09 0.0266817
1222094 1.08819 SNIc 59802.188 0.0511468
1223031 1.19563 SNIc 60305.281 0.05211
1106311 1.24175 SNII 59782.969 0.015923
1257836 1.37499 SNIa 60082.43 0.0261286
1209327 1.11286 SNIc 59711.215 0.133053
1051722 1.06203 SNIIn 60641.289 1.53522
1163133 0.729055 SNIb 60402.41 0.0371026
1159575 0.880089 SNIb 60068.168 0.108245
1153674 0.993589 SNIb 60008.094 0.347759
1121714 0.843209 SNII 59937.348 0.0760351
1162459 1.0676 SNIb 59835.398 0.0128759
1271809 1.08117 SNIa 60426.156 0.036238
2019099 1.4752 SLSNI 60446.125 0.147418
1263597 0.806122 SNIa 59868.254 0.065328
1113209 0.614486 SNII 60485.195 0.025087
1209763 0.835749 SNIc 60368.035 0.0125182
1066135 0.991902 SNIIn 59979.152 0.552728
1103619 0.809667 SNII 60630.254 0.0305734
1216297 1.40159 SNIc 60067.082 0.0389884
1070998 0.732982 SNIIn 59620.039 0.136543
2017387 1.03674 SLSNI 60335.137 0.0351506
1158196 0.796173 SNIb 59854.363 0.429145
1066471 0.9814 SNIIn 60349.031 0.0114849
1058280 1.26488 SNIIn 59885.031 0.0328911
1161378 1.11974 SNIb 60601.363 0.0453273
1256944 1.39183 SNIa 60159.398 0.0373692
1154080 0.425023 SNIb 60362.246 0.0967805
1223837 0.31028 SNIc 60454.07 0.129751
1158410 1.06102 SNIb 60009.055 0.00777189
1116747 0.689708 SNII 60451.367 0.0104968
1207254 0.403386 SNIc 60012.387 0.0648996
1171043 0.78254 SNIb 59810.414 0.0180977
1055166 0.808653 SNIIn 59685.137 0.139508
1117939 1.42537 SNII 59854.293 0.0219407
1172249 0.679724 SNIb 59589.043 0.077539
1118775 1.24911 SNII 60084.402 0.0335594
2006145 1.68252 SLSNI 59869.355 0.0703655
1163533 0.93899 SNIb 60382.398 0.198522
1105793 0.293437 SNII 60579.102 0.0217371
1161179 0.716086 SNIb 60389.363 0.0708515
1267358 0.713558 SNIa 60670.348 0.0602352
1120225 1.34857 SNII 59858.027 0.0316814
1119225 1.17909 SNII 60324.293 0.0388928
2019144 1.47087 SLSNI 59782.371 0.0252388
1066612 1.39294 SNIIn 59797.387 0.0167285
1270943 0.718933 SNIa 60216.379 0.098588
1168124 0.355748 SNIb 59880.141 0.0100006
1261768 1.2314 SNIa 60032.152 0.05631
1156725 1.08406 SNIb 60037.109 0.218353
1116814 0.262488 SNII 59782.398 0.0280156
1266837 1.21515 SNIa 60004.34 0.0356418
1066126 0.944219 SNIIn 59835.324 0.0680382
1265640 1.59422 SNIa 60159.977 0.109631
1065869 0.764253 SNIIn 59814.109 0.0129268
2002969 2.80641 SLSNI 60010.293 0.0604093
1271746 1.07227 SNIa 59800.332 0.0119386
2018953 2.07675 SLSNI 60249.336 0.216217
1069569 1.58246 SNIIn 59977.043 0.0353701
1219657 1.28975 SNIc 59771.277 0.0329686
2016309 1.20151 SLSNI 59800.125 0.0209589
1167054 1.46404 SNIb 60123.266 0.0128986
1117890 0.571525 SNII 60306.336 0.0334271
1069532 1.40902 SNIIn 60429.047 0.0301238
2010237 2.69281 SLSNI 59910.09 0.045782
1055345 1.2455 SNIIn 60583.145 0.0123498
2009998 1.45692 SLSNI 60217.148 0.0148323
1159395 1.05832 SNIb 59812.422 0.0216218
1153848 0.661694 SNIb 60506.07 0.0377567
1054535 1.30871 SNIIn 60337.371 0.0807808
1112866 1.05072 SNII 60570.059 0.0096511
1105915 0.947213 SNII 59803.352 0.00290827
1270551 1.36257 SNIa 60005.141 0.0580082
1265870 0.961757 SNIa 60245.25 0.0505789
2002343 0.208342 SLSNI 60227.352 0.100761
1103550 1.33477 SNII 60627.059 0.062229
2001874 1.16565 SLSNI 60127.117 0.0533889
1222366 1.13795 SNIc 59886.047 0.0171242
1163825 1.05626 SNIb 59861.285 0.0982214
1066010 1.20186 SNIIn 60465.422 0.0901278
1217993 0.920641 SNIc 60389.383 0.063188
1114760 1.15912 SNII 60414.402 0.0463393
1104053 0.626959 SNII 60599.242 0.0342322
2005740 1.21069 SLSNI 59812.422 0.0205864
2019894 0.992596 SLSNI 60008.191 0.0367667
1102254 1.21016 SNII 60031.258 0.0765857
1056286 0.802944 SNIIn 59584.156 0.0457738
2006574 2.44783 SLSNI 59793.371 0.0134646
1256480 1.32071 SNIa 60390.363 0.0674072
1052997 1.11303 SNIIn 59879.367 0.316733
1209266 0.662437 SNIc 60493.414 0.0161598
1208655 1.27696 SNIc 60100.227 0.115681
1267931 0.875356 SNIa 60444.43 0.0299189
2014644 1.43424 SLSNI 59653.188 0.0664911
1119287 1.21458 SNII 60043.23 0.0293778
1256777 1.2165 SNIa 59899.352 0.056736
1058345 0.742949 SNIIn 60279.035 0.028879
1209445 0.239016 SNIc 59968.367 0.164265
1215633 1.35804 SNIc 60043.371 0.274526
1154182 0.976712 SNIb 59711.285 0.160155
1058402 1.51818 SNIIn 60643.18 1.20496
2000511 1.62307 SLSNI 59887.367 0.0487587
1160052 0.881991 SNIb 60121.121 0.0674475
1222205 0.799431 SNIc 59680.301 0.72273
1205345 1.32837 SNIc 59878.062 0.0492629
1163909 0.589794 SNIb 60385.406 0.299625
1259172 1.0101 SNIa 60641.336 0.0354482
1268688 1.53695 SNIa 60460.43 0.0169794
1270632 1.48774 SNIa 60416.367 0.0742917
2013369 2.34304 SLSNI 60518.438 0.00871191
2017962 1.53679 SLSNI 59849.109 0.0150764
1164053 0.729155 SNIb 60019.004 0.0308441
1108357 1.23055 SNII 60176.117 0.0184618
1169141 0.79061 SNIb 59826.098 0.0462112
1205898 1.44448 SNIc 60553.285 0.00938334
1103407 1.18505 SNII 59696.418 0.0563059
2008555 2.40726 SLSNI 60094.211 0.422438
1211502 1.41566 SNIc 59584.051 0.0616179
1171241 0.651258 SNIb 59711.223 0.0858282
1111714 0.31585 SNII 59771.074 0.0386922
1160538 0.763919 SNIb 59589.34 0.0815119
2010509 1.30247 SLSNI 59594.109 0.0826444
1066274 0.537568 SNIIn 59769.996 0.0449063
1116566 0.801339 SNII 60420.238 0.114348
2012617 2.03339 SLSNI 59590.051 0.113891
1266365 1.36987 SNIa 60581.156 0.035336
1062914 1.14499 SNIIn 60082.953 0.0525493
1172462 1.08154 SNIb 60648.16 0.260395
1255201 0.179462 SNIa 59807.113 0.0596867
1069346 1.46743 SNIIn 59771.07 0.0376554
2012113 0.185789 SLSNI 60371.391 0.164596
1058135 1.42869 SNIIn 60444.062 0.0739305
1219763 1.19129 SNIc 60263.16 0.0282487
1116503 0.503776 SNII 60490.414 0.0518307
2000646 2.40096 SLSNI 59801.16 0.0518553
2004813 2.84513 SLSNI 60495.105 0.0953767
1066202 1.26034 SNIIn 60184.234 0.0103444
1058454 0.836997 SNIIn 60416.387 0.0759399
1265824 0.912497 SNIa 60237.367 0.0333473
1163794 0.534934 SNIb 59840.316 0.0465945
