EventName  SLSNI  SNII  SNIIn  SNIa  SNIb  SNIc 
1115405  0.005714285714285714  0.8657142857142858  0.10857142857142857  0.008571428571428572  0.008571428571428572  0.002857142857142857 
1055358  0.04857142857142857  0.06285714285714286  0.12857142857142856  0.7228571428571429  0.017142857142857144  0.02 
1114860  0.022857142857142857  0.6257142857142857  0.3314285714285714  0.014285714285714285  0.002857142857142857  0.002857142857142857 
1064761  0.002857142857142857  0.14285714285714285  0.64  0.03142857142857143  0.08  0.10285714285714286 
1054457  0.005714285714285714  0.02857142857142857  0.6571428571428571  0.11714285714285715  0.045714285714285714  0.1457142857142857 
1057122  0.0  0.06857142857142857  0.8342857142857143  0.03428571428571429  0.017142857142857144  0.045714285714285714 
1170691  0.0  0.13428571428571429  0.002857142857142857  0.002857142857142857  0.78  0.08 
1172721  0.002857142857142857  0.06285714285714286  0.02  0.12285714285714286  0.5914285714285714  0.2 
1115869  0.002857142857142857  0.7  0.26571428571428574  0.03142857142857143  0.0  0.0 
1161382  0.0  0.045714285714285714  0.017142857142857144  0.03142857142857143  0.8  0.10571428571428572 
1161507  0.0  0.08285714285714285  0.025714285714285714  0.045714285714285714  0.7571428571428571  0.08857142857142856 
2002380  1.0  0.0  0.0  0.0  0.0  0.0 
1210527  0.0  0.12285714285714286  0.06  0.045714285714285714  0.025714285714285714  0.7457142857142857 
1060893  0.017142857142857144  0.045714285714285714  0.8714285714285714  0.06571428571428571  0.0  0.0 
1103619  0.017142857142857144  0.7457142857142857  0.08571428571428572  0.03142857142857143  0.08857142857142856  0.03142857142857143 
1171778  0.002857142857142857  0.02857142857142857  0.20285714285714285  0.03428571428571429  0.6914285714285714  0.04 
1220769  0.0  0.08857142857142856  0.045714285714285714  0.12857142857142856  0.2714285714285714  0.4657142857142857 
1271129  0.025714285714285714  0.29714285714285715  0.13142857142857142  0.17714285714285713  0.18571428571428572  0.18285714285714286 
1259024  0.002857142857142857  0.0  0.0  0.9942857142857143  0.0  0.002857142857142857 
1169038  0.0  0.11428571428571428  0.11714285714285715  0.022857142857142857  0.7171428571428572  0.02857142857142857 
1223186  0.002857142857142857  0.005714285714285714  0.017142857142857144  0.19428571428571428  0.03142857142857143  0.7485714285714286 
1107139  0.0  0.98  0.011428571428571429  0.0  0.0  0.008571428571428572 
1051994  0.0  0.0  0.9942857142857143  0.002857142857142857  0.002857142857142857  0.0 
1156583  0.002857142857142857  0.16285714285714287  0.002857142857142857  0.014285714285714285  0.74  0.07714285714285714 
1156003  0.0  0.017142857142857144  0.008571428571428572  0.005714285714285714  0.7114285714285714  0.2571428571428571 
1216764  0.008571428571428572  0.12571428571428572  0.008571428571428572  0.07142857142857142  0.47714285714285715  0.30857142857142855 
1262695  0.08857142857142856  0.09428571428571429  0.054285714285714284  0.6257142857142857  0.10571428571428572  0.03142857142857143 
1061276  0.0  0.04285714285714286  0.9171428571428571  0.04  0.0  0.0 
1167484  0.0  0.002857142857142857  0.005714285714285714  0.002857142857142857  0.9685714285714285  0.02 
2012224  0.9914285714285714  0.0  0.0  0.005714285714285714  0.002857142857142857  0.0 
1051303  0.002857142857142857  0.022857142857142857  0.6171428571428571  0.005714285714285714  0.24857142857142858  0.10285714285714286 
1268674  0.008571428571428572  0.0  0.0  0.9914285714285714  0.0  0.0 
1062633  0.011428571428571429  0.022857142857142857  0.8657142857142858  0.1  0.0  0.0 
1255144  0.0  0.04857142857142857  0.05714285714285714  0.06285714285714286  0.1657142857142857  0.6657142857142857 
1108740  0.0  0.9828571428571429  0.0  0.002857142857142857  0.002857142857142857  0.011428571428571429 
1161498  0.0  0.11714285714285715  0.025714285714285714  0.02  0.7657142857142857  0.07142857142857142 
2014899  0.7542857142857143  0.017142857142857144  0.14857142857142858  0.054285714285714284  0.005714285714285714  0.02 
1217560  0.0  0.025714285714285714  0.005714285714285714  0.02857142857142857  0.7057142857142857  0.2342857142857143 
1165834  0.002857142857142857  0.23142857142857143  0.03142857142857143  0.03142857142857143  0.6628571428571428  0.04 
1106303  0.0  0.9714285714285714  0.008571428571428572  0.002857142857142857  0.011428571428571429  0.005714285714285714 
1265232  0.008571428571428572  0.0  0.002857142857142857  0.9628571428571429  0.011428571428571429  0.014285714285714285 
2013605  1.0  0.0  0.0  0.0  0.0  0.0 
2012537  0.9971428571428571  0.0  0.002857142857142857  0.0  0.0  0.0 
1258213  0.0  0.017142857142857144  0.005714285714285714  0.8657142857142858  0.07142857142857142  0.04 
1104056  0.0  0.5171428571428571  0.09142857142857143  0.11142857142857143  0.07428571428571429  0.2057142857142857 
1055767  0.0  0.0  1.0  0.0  0.0  0.0 
1153176  0.002857142857142857  0.02  0.0  0.06285714285714286  0.8457142857142858  0.06857142857142857 
1102645  0.005714285714285714  0.8457142857142858  0.04285714285714286  0.008571428571428572  0.04285714285714286  0.054285714285714284 
2012397  1.0  0.0  0.0  0.0  0.0  0.0 
1208259  0.0  0.2571428571428571  0.025714285714285714  0.06  0.2742857142857143  0.38285714285714284 
1172697  0.002857142857142857  0.37142857142857144  0.04  0.16285714285714287  0.24571428571428572  0.17714285714285713 
1160713  0.0  0.14285714285714285  0.06  0.10285714285714286  0.2857142857142857  0.4085714285714286 
1114990  0.005714285714285714  0.8171428571428572  0.05714285714285714  0.002857142857142857  0.05142857142857143  0.06571428571428571 
1053253  0.0  0.0  1.0  0.0  0.0  0.0 
2007443  1.0  0.0  0.0  0.0  0.0  0.0 
1205935  0.005714285714285714  0.02857142857142857  0.02  0.014285714285714285  0.24285714285714285  0.6885714285714286 
2014265  1.0  0.0  0.0  0.0  0.0  0.0 
1168059  0.002857142857142857  0.04285714285714286  0.014285714285714285  0.002857142857142857  0.8885714285714286  0.04857142857142857 
1270017  0.7  0.0  0.08571428571428572  0.19428571428571428  0.002857142857142857  0.017142857142857144 
1166988  0.008571428571428572  0.11714285714285715  0.06857142857142857  0.011428571428571429  0.7657142857142857  0.02857142857142857 
1110774  0.0  0.6942857142857143  0.014285714285714285  0.04857142857142857  0.13714285714285715  0.10571428571428572 
2005931  1.0  0.0  0.0  0.0  0.0  0.0 
2015900  0.6542857142857142  0.07428571428571429  0.002857142857142857  0.12  0.11714285714285715  0.03142857142857143 
1167608  0.0  0.24  0.008571428571428572  0.005714285714285714  0.7342857142857143  0.011428571428571429 
1257537  0.12285714285714286  0.0  0.04857142857142857  0.8028571428571428  0.002857142857142857  0.022857142857142857 
2006310  1.0  0.0  0.0  0.0  0.0  0.0 
1051712  0.0  0.0  1.0  0.0  0.0  0.0 
1206069  0.0  0.045714285714285714  0.014285714285714285  0.09714285714285714  0.12857142857142856  0.7142857142857143 
1223023  0.008571428571428572  0.02857142857142857  0.03142857142857143  0.08285714285714285  0.03142857142857143  0.8171428571428572 
1214063  0.0  0.017142857142857144  0.011428571428571429  0.005714285714285714  0.04  0.9257142857142857 
1160557  0.008571428571428572  0.002857142857142857  0.0  0.002857142857142857  0.9457142857142857  0.04 
