EventName  SLSNI  SNII  SNIIn  SNIa  SNIb  SNIc 
1115405  0.005714285714285714  0.12285714285714286  0.6257142857142857  0.20285714285714285  0.02857142857142857  0.014285714285714285 
1055358  0.017142857142857144  0.022857142857142857  0.1657142857142857  0.7428571428571429  0.022857142857142857  0.02857142857142857 
1114860  0.022857142857142857  0.5228571428571429  0.32  0.03142857142857143  0.08571428571428572  0.017142857142857144 
1064761  0.014285714285714285  0.2057142857142857  0.16  0.13142857142857142  0.17142857142857143  0.3171428571428571 
1054457  0.022857142857142857  0.05142857142857143  0.15142857142857144  0.34  0.13142857142857142  0.3028571428571429 
1057122  0.008571428571428572  0.3657142857142857  0.16285714285714287  0.18857142857142858  0.24857142857142858  0.025714285714285714 
1170691  0.002857142857142857  0.26571428571428574  0.1  0.03428571428571429  0.33714285714285713  0.26 
1172721  0.054285714285714284  0.2057142857142857  0.02  0.2257142857142857  0.26  0.2342857142857143 
1115869  0.005714285714285714  0.13142857142857142  0.6228571428571429  0.20857142857142857  0.005714285714285714  0.025714285714285714 
1161382  0.017142857142857144  0.15428571428571428  0.09142857142857143  0.3485714285714286  0.22  0.16857142857142857 
1161507  0.014285714285714285  0.4  0.02  0.07428571428571429  0.26  0.23142857142857143 
2002380  0.9714285714285714  0.0  0.025714285714285714  0.002857142857142857  0.0  0.0 
1210527  0.005714285714285714  0.4828571428571429  0.12  0.11714285714285715  0.18857142857142858  0.08571428571428572 
1060893  0.025714285714285714  0.07428571428571429  0.3457142857142857  0.5228571428571429  0.002857142857142857  0.02857142857142857 
1103619  0.0  0.6  0.10285714285714286  0.13142857142857142  0.10285714285714286  0.06285714285714286 
1171778  0.002857142857142857  0.18  0.6114285714285714  0.045714285714285714  0.14  0.02 
1220769  0.014285714285714285  0.3028571428571429  0.017142857142857144  0.3742857142857143  0.12571428571428572  0.1657142857142857 
1271129  0.08  0.38285714285714284  0.09714285714285714  0.17142857142857143  0.14285714285714285  0.12571428571428572 
1259024  0.23142857142857143  0.045714285714285714  0.04857142857142857  0.6542857142857142  0.0  0.02 
1169038  0.0  0.6742857142857143  0.02  0.04  0.2257142857142857  0.04 
1223186  0.037142857142857144  0.04  0.22857142857142856  0.44571428571428573  0.06285714285714286  0.18571428571428572 
1107139  0.0  0.78  0.04  0.04857142857142857  0.09142857142857143  0.04 
1051994  0.005714285714285714  0.022857142857142857  0.9685714285714285  0.002857142857142857  0.0  0.0 
1156583  0.0  0.09714285714285714  0.054285714285714284  0.04857142857142857  0.5457142857142857  0.2542857142857143 
1156003  0.005714285714285714  0.08  0.022857142857142857  0.07142857142857142  0.3314285714285714  0.48857142857142855 
